day,person_direction,top_outer_category,top_outer_neck_style,top_outer_fit,top_outer_formality,top_outer_design,top_outer_length,top_outer_sleeve_length,top_outer_reflection,top_outer_color,presence_of_top_inner,top_inner_category,top_inner_neck_style,top_inner_fit,top_inner_formality,top_inner_design,top_inner_length,top_inner_sleeve_length,top_inner_reflection,top_inner_color,bottom_category,bottom_design,bottom_fit,bottom_formality,bottom_color,person_id
16,front,jacket,collar,medium,semi-formal,solid,short,long,no,"black",yes,?,round-neck,medium,informal,graphics_with_text,short,?,no,"black,white",long_pants,solid,medium,semi-formal,"dark_brown",person20
16,back,jacket,collar,medium,semi-formal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
17,front,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"white,black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person20
17,back,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"light_brown",person20
18,front,sweater,v-neck,medium,informal,solid,short,long,no,"light_brown",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_grey",person20
18,back,sweater,round-neck,medium,informal,solid,short,long,no,"light_brown",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_grey",person20
19,front,jacket,collar,medium,semi-formal,solid,short,long,no,"black",yes,sweater,v-neck,medium,informal,solid,short,?,no,"light_brown",long_pants,solid,medium,semi-formal,"dark_grey",person20
19,back,jacket,collar,medium,semi-formal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_grey",person20
20,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"black,grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
20,back,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
21,front,sweater,round-neck,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
21,back,sweater,round-neck,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
22,front,sweater,round-neck,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
22,back,sweater,round-neck,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
23,front,sweater,v-neck,medium,informal,solid,short,long,no,"dark_red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
23,back,sweater,round-neck,medium,informal,solid,short,long,no,"dark_red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
24,front,hoodie,hood,medium,informal,graphics,short,long,no,"dark_grey,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
24,back,hoodie,hood,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
25,front,jacket,collar,medium,semi-formal,solid,short,long,no,"black",yes,hoodie,hood,medium,informal,graphics,short,?,no,"dark_grey,white",long_pants,solid,medium,semi-formal,"dark_brown",person20
25,back,jacket,collar,medium,semi-formal,solid,short,long,no,"black",yes,hoodie,hood,?,?,solid,short,?,no,"dark_grey",long_pants,solid,medium,semi-formal,"dark_brown",person20
26,front,hoodie,hood,medium,informal,text,short,long,no,"dark_blue,blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
26,back,hoodie,hood,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
27,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white,black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
27,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
28,front,hoodie,hood,medium,informal,text,short,long,no,"purple,red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
28,back,hoodie,hood,medium,informal,solid,short,long,no,"purple",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
29,front,t-shirt,round-neck,tight,informal,graphics_with_text,short,short,no,"red,white",yes,?,round-neck,?,?,solid,short,?,no,"white",long_pants,solid,medium,semi-formal,"dark_brown",person20
29,back,t-shirt,round-neck,tight,informal,solid,short,short,no,"red",yes,?,?,?,?,solid,short,?,no,"white",long_pants,solid,medium,semi-formal,"dark_brown",person20
30,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white,black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
30,back,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,semi-formal,"dark_brown",person20
1,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"yellow,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
1,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
2,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_blue,white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
2,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
3,front,t-shirt,round-neck,loose,informal,graphics,short,short,no,"dark_blue,blue,yellow,white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
3,back,t-shirt,round-neck,loose,informal,solid,short,short,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
4,front,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,white,light_grey",yes,t-shirt,round-neck,?,informal,?,?,?,no,"black",jeans,solid,loose,informal,"blue",person21
4,back,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,light_grey",yes,?,?,?,?,?,?,?,no,"?",jeans,solid,loose,informal,"blue",person21
5,front,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,white,light_grey",yes,t-shirt,round-neck,?,informal,graphics_with_text,?,?,no,"dark_blue,white",jeans,solid,loose,informal,"blue",person21
5,back,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,light_grey",yes,?,?,?,?,?,?,?,no,"?",jeans,solid,loose,informal,"blue",person21
6,front,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,white,light_grey",yes,t-shirt,round-neck,?,informal,graphics,?,?,no,"dark_blue,blue,yellow,white",jeans,solid,loose,informal,"blue",person21
6,back,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,light_grey",yes,?,?,?,?,?,?,?,no,"?",jeans,solid,loose,informal,"blue",person21
7,front,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,white,light_grey",yes,t-shirt,round-neck,?,informal,?,?,?,no,"black",jeans,solid,loose,informal,"blue",person21
7,back,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,light_grey",yes,?,?,?,?,?,?,?,no,"?",jeans,solid,loose,informal,"blue",person21
8,front,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"black,light_grey,yellow",yes,?,round-neck,?,?,?,?,?,no,"?",jeans,solid,loose,informal,"blue",person21
8,back,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"black",yes,?,?,?,?,?,?,?,no,"?",jeans,solid,loose,informal,"blue",person21
9,front,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"black,light_grey,yellow",yes,t-shirt,round-neck,?,informal,graphics_with_text,?,?,no,"dark_blue,white",jeans,solid,loose,informal,"blue",person21
9,back,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"black",yes,?,?,?,?,?,?,?,no,"?",jeans,solid,loose,informal,"blue",person21
10,front,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"black,light_grey,yellow",yes,t-shirt,round-neck,?,informal,?,?,?,no,"?",jeans,solid,loose,informal,"blue",person21
10,back,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"black",yes,?,?,?,?,?,?,?,no,"?",jeans,solid,loose,informal,"blue",person21
11,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_blue,blue,yellow,white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
11,back,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
12,front,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,white,light_grey",yes,t-shirt,round-neck,medium,informal,text,?,?,no,"black,yellow",jeans,solid,loose,informal,"blue",person21
12,back,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,light_grey",yes,?,?,?,?,?,?,?,no,"?",jeans,solid,loose,informal,"blue",person21
13,front,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,white,light_grey",yes,t-shirt,round-neck,medium,informal,graphics_with_text,?,?,no,"dark_blue,blue,yellow,white",jeans,solid,loose,informal,"blue",person21
13,back,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,light_grey",yes,?,?,?,?,?,?,?,no,"?",jeans,solid,loose,informal,"blue",person21
14,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_blue,white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
14,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
15,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_blue,blue,yellow,white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
15,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
16,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
16,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
17,front,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,white,light_grey",yes,t-shirt,round-neck,medium,informal,graphics_with_text,short,?,no,"black,white",jeans,solid,loose,informal,"blue",person21
17,back,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,light_grey",yes,?,?,?,?,?,?,?,no,"?",jeans,solid,loose,informal,"blue",person21
18,front,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,white,light_grey",yes,t-shirt,round-neck,medium,informal,?,?,?,no,"black",jeans,solid,loose,informal,"blue",person21
18,back,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,light_grey",yes,?,?,?,?,?,?,?,no,"?",jeans,solid,loose,informal,"blue",person21
19,front,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,white,light_grey",yes,t-shirt,round-neck,medium,informal,graphics_with_text,short,?,no,"black,white",jeans,solid,loose,informal,"blue",person21
19,back,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,light_grey",yes,?,?,?,?,?,?,?,no,"?",jeans,solid,loose,informal,"blue",person21
20,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"white,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
20,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
21,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"black,red,yellow,blue,brown",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"dark_grey",person21
21,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"dark_grey",person21
22,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"dark_blue,white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
22,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
23,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"black,white,red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
23,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
24,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"black,grey,red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
24,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black,red",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
25,front,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,white,light_grey",yes,t-shirt,round-neck,medium,informal,graphics_with_text,short,?,no,"black,red,yellow,blue,brown",jeans,solid,loose,informal,"dark_grey",person21
25,back,jacket,hood,medium,informal,graphics,long,long,yes,"dark_blue,light_grey",yes,?,?,?,?,?,?,?,no,"?",jeans,solid,loose,informal,"dark_grey",person21
26,front,t-shirt,round-neck,medium,informal,graphics,short,short,no,"dark_blue,white",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
26,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
27,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"blue,white,black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
27,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
28,front,t-shirt,round-neck,medium,informal,graphics,short,short,no,"white,light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
28,back,t-shirt,round-neck,medium,informal,graphics,short,short,no,"white,light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"blue",person21
29,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"black,red,yellow,blue,brown",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"dark_grey",person21
29,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"black",no,?,?,?,?,?,?,?,?,"?",jeans,solid,loose,informal,"dark_grey",person21
30,front,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"black,light_grey,yellow",yes,t-shirt,round-neck,medium,informal,?,?,?,no,"black",jeans,solid,loose,informal,"dark_grey",person21
30,back,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"black",yes,?,?,?,?,?,?,?,no,"?",jeans,solid,loose,informal,"dark_grey",person21
1,front,shirt,collar,medium,informal,checked_pattern,short,short,no,"white,blue,pink",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"light_blue",person22
1,back,shirt,collar,medium,informal,checked_pattern,short,short,no,"white,blue,pink",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"light_blue",person22
2,front,sweater,collar,medium,semi-formal,solid,short,long,no,"grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"light_blue",person22
2,back,sweater,collar,medium,semi-formal,solid,short,long,no,"grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"light_blue",person22
3,front,t-shirt,v-neck,medium,informal,graphics,short,short,no,"white,black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"light_blue",person22
3,back,t-shirt,v-neck,medium,informal,graphics,short,short,no,"white,black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"light_blue",person22
4,front,t-shirt,round-neck,tight,informal,solid,short,short,no,"dark_red",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"light_blue",person22
4,back,t-shirt,round-neck,tight,informal,solid,short,short,no,"dark_red",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"light_blue",person22
5,front,sweater,round-neck,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"light_blue",person22
5,back,sweater,round-neck,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"light_blue",person22
6,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"grey,white,red,blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person22
6,back,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person22
7,front,shirt,collar,medium,formal,solid,short,long,no,"pink",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person22
7,back,shirt,collar,medium,formal,solid,short,long,no,"pink",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person22
8,front,shirt,collar,medium,formal,checked_pattern,short,long,no,"dark_blue,white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person22
8,back,shirt,collar,medium,formal,checked_pattern,short,long,no,"dark_blue,white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person22
9,front,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"black,red",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person22
9,back,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person22
10,front,hoodie,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person22
10,back,hoodie,hood,medium,informal,solid,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"black",person22
11,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"light_grey,red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_green",person22
11,back,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"light_grey,red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_green",person22
12,front,t-shirt,round-neck,tight,informal,solid,short,short,no,"dark_red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_green",person22
12,back,t-shirt,round-neck,tight,informal,solid,short,short,no,"dark_red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_green",person22
13,front,shirt,collar,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_green",person22
13,back,shirt,collar,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_green",person22
14,front,shirt,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_green",person22
14,back,shirt,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_green",person22
15,front,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"black,red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_green",person22
15,back,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_green",person22
16,front,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"black,red",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"dark_red",person22
16,back,hoodie,hood,medium,informal,graphics_with_text,short,long,no,"black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"dark_red",person22
17,front,shirt,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"dark_red",person22
17,back,shirt,collar,medium,informal,solid,short,long,no,"light_green",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"dark_red",person22
18,front,t-shirt,round-neck,medium,informal,text,short,short,no,"white,black",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"light_blue",person22
18,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"light_blue",person22
19,front,hoodie,hood,medium,informal,solid,short,long,no,"dark_red,white",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"light_blue",person22
19,back,hoodie,hood,medium,informal,solid,short,long,no,"dark_red",no,?,?,?,?,?,?,?,?,"?",jeans,N-tone,medium,informal,"light_blue",person22
20,front,shirt,collar,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"dark_red",person22
20,back,shirt,collar,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"dark_red",person22
21,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"red,yellow,blue,white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person22
21,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person22
22,front,hoodie,hood,medium,informal,solid,short,long,no,"dark_grey,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person22
22,back,hoodie,hood,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person22
23,front,hoodie,hood,medium,informal,solid,short,long,no,"dark_grey,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person22
23,back,hoodie,hood,medium,informal,solid,short,long,no,"dark_grey,black",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person22
24,front,hoodie,hood,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person22
24,back,hoodie,hood,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person22
25,front,hoodie,hood,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"dark_red",person22
25,back,hoodie,hood,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"dark_red",person22
26,front,hoodie,hood,medium,informal,solid,short,long,no,"dark_grey,black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"dark_red",person22
26,back,hoodie,hood,medium,informal,solid,short,long,no,"dark_grey,black",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"dark_red",person22
27,front,hoodie,hood,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"dark_red",person22
27,back,hoodie,hood,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"dark_red",person22
28,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,short,no,"red,yellow,blue,white",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"dark_red",person22
28,back,t-shirt,round-neck,medium,informal,solid,short,short,no,"blue",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"dark_red",person22
29,front,shirt,round-neck,medium,informal,N-tone,short,short,no,"dark_red,light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_grey",person22
29,back,shirt,round-neck,medium,informal,N-tone,short,short,no,"dark_red,light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_grey",person22
30,front,sweater,round-neck,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_grey",person22
30,back,sweater,round-neck,medium,informal,solid,short,long,no,"light_grey",no,?,?,?,?,?,?,?,?,"?",long_pants,solid,medium,informal,"light_grey",person22
1,front,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"dark_red",person23
1,back,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_blue",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"dark_red",person23
2,front,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"dark_pink",person23
2,back,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"dark_pink",person23
3,front,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"dark_red",person23
3,back,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"dark_red",person23
4,front,hoodie,hood,loose,informal,graphics_with_text,short,long,no,"light_pink,white,_brown",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"dark_red",person23
4,back,hoodie,hood,loose,informal,solid,short,long,no,"light_pink",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,tight,informal,"dark_red",person23
5,front,hoodie,hood,loose,informal,graphics_with_text,short,long,no,"light_pink,white,_brown",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
5,back,hoodie,hood,loose,informal,solid,short,long,no,"light_pink",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
6,front,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
6,back,t-shirt,round-neck,medium,informal,solid,short,long,no,"dark_grey",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
7,front,hoodie,hood,loose,informal,graphics_with_text,short,long,no,"light_pink,white,_brown",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
7,back,hoodie,hood,loose,informal,solid,short,long,no,"light_pink",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
8,front,t-shirt,round-neck,medium,informal,graphics_with_text,short,long,no,"dark_red,white",no,?,?,?,?,?,?,?,?,"?",sweat_pants,solid,medium,informal,"dark_grey",person23
